invoice_key,contract_key,invoice_date_key,due_date_key,paid_date_key,invoice_date,due_date,paid_date,amount_due,amount_paid,payment_status,principal_amount,interest_amount,invoice_number
14807,1125,20240802,20240816,20240814.0,2024-08-02,2024-08-16,2024-08-14,631.2,631.2,Paid,371.29,259.9,INV-001125-001
14808,1125,20240901,20240915,20240916.0,2024-09-01,2024-09-15,2024-09-16,631.2,631.2,Paid,371.29,259.9,INV-001125-002
14809,1125,20241001,20241015,20241016.0,2024-10-01,2024-10-15,2024-10-16,631.2,631.2,Paid,371.29,259.9,INV-001125-003
14810,1125,20241031,20241114,20241117.0,2024-10-31,2024-11-14,2024-11-17,631.2,631.2,Paid,371.29,259.9,INV-001125-004
14811,1125,20241130,20241214,20241220.0,2024-11-30,2024-12-14,2024-12-20,631.2,631.2,Paid,371.29,259.9,INV-001125-005
14812,1125,20241230,20250113,,2024-12-30,2025-01-13,,631.2,0.0,Pending,371.29,259.9,INV-001125-006
14813,1126,20230311,20230325,20230327.0,2023-03-11,2023-03-25,2023-03-27,300.54,300.54,Paid,177.2,123.33,INV-001126-001
14814,1126,20230410,20230424,20230425.0,2023-04-10,2023-04-24,2023-04-25,300.54,300.54,Paid,177.2,123.33,INV-001126-002
14815,1126,20230510,20230524,20230524.0,2023-05-10,2023-05-24,2023-05-24,300.54,300.54,Paid,177.2,123.33,INV-001126-003
14816,1126,20230609,20230623,20230629.0,2023-06-09,2023-06-23,2023-06-29,300.54,300.54,Paid,177.2,123.33,INV-001126-004
14817,1126,20230709,20230723,20230725.0,2023-07-09,2023-07-23,2023-07-25,300.54,300.54,Paid,177.2,123.33,INV-001126-005
14818,1126,20230808,20230822,20230824.0,2023-08-08,2023-08-22,2023-08-24,300.54,300.54,Paid,177.2,123.33,INV-001126-006
14819,1126,20230907,20230921,20230919.0,2023-09-07,2023-09-21,2023-09-19,300.54,177.92,Partial,177.2,123.33,INV-001126-007
14820,1126,20231007,20231021,20231023.0,2023-10-07,2023-10-21,2023-10-23,300.54,300.54,Paid,177.2,123.33,INV-001126-008
14821,1126,20231106,20231120,20231126.0,2023-11-06,2023-11-20,2023-11-26,300.54,300.54,Paid,177.2,123.33,INV-001126-009
14822,1126,20231206,20231220,20231227.0,2023-12-06,2023-12-20,2023-12-27,300.54,300.54,Paid,177.2,123.33,INV-001126-010
14823,1126,20240105,20240119,20240122.0,2024-01-05,2024-01-19,2024-01-22,300.54,300.54,Paid,177.2,123.33,INV-001126-011
14824,1126,20240204,20240218,20240220.0,2024-02-04,2024-02-18,2024-02-20,300.54,300.54,Paid,177.2,123.33,INV-001126-012
14825,1126,20240305,20240319,20240319.0,2024-03-05,2024-03-19,2024-03-19,300.54,300.54,Paid,177.2,123.33,INV-001126-013
14826,1126,20240404,20240418,20240424.0,2024-04-04,2024-04-18,2024-04-24,300.54,300.54,Paid,177.2,123.33,INV-001126-014
14827,1126,20240504,20240518,20240521.0,2024-05-04,2024-05-18,2024-05-21,300.54,300.54,Paid,177.2,123.33,INV-001126-015
14828,1126,20240603,20240617,20240619.0,2024-06-03,2024-06-17,2024-06-19,300.54,300.54,Paid,177.2,123.33,INV-001126-016
14829,1126,20240703,20240717,20240724.0,2024-07-03,2024-07-17,2024-07-24,300.54,118.03,Partial,177.2,123.33,INV-001126-017
14830,1126,20240802,20240816,20240813.0,2024-08-02,2024-08-16,2024-08-13,300.54,300.54,Paid,177.2,123.33,INV-001126-018
14831,1126,20240901,20240915,20240914.0,2024-09-01,2024-09-15,2024-09-14,300.54,300.54,Paid,177.2,123.33,INV-001126-019
14832,1126,20241001,20241015,20241019.0,2024-10-01,2024-10-15,2024-10-19,300.54,300.54,Paid,177.2,123.33,INV-001126-020
14833,1126,20241031,20241114,20241119.0,2024-10-31,2024-11-14,2024-11-19,300.54,300.54,Paid,177.2,123.33,INV-001126-021
14834,1126,20241130,20241214,,2024-11-30,2024-12-14,,300.54,0.0,Delinquent,177.2,123.33,INV-001126-022
14835,1126,20241230,20250113,,2024-12-30,2025-01-13,,300.54,0.0,Pending,177.2,123.33,INV-001126-023
14836,1127,20240729,20240812,20240813.0,2024-07-29,2024-08-12,2024-08-13,206.65,141.2,Partial,145.94,60.71,INV-001127-001
14837,1127,20240828,20240911,20240911.0,2024-08-28,2024-09-11,2024-09-11,206.65,206.65,Paid,145.94,60.71,INV-001127-002
14838,1127,20240927,20241011,,2024-09-27,2024-10-11,,206.65,0.0,Delinquent,145.94,60.71,INV-001127-003
14839,1127,20241027,20241110,20241107.0,2024-10-27,2024-11-10,2024-11-07,206.65,206.65,Paid,145.94,60.71,INV-001127-004
14840,1127,20241126,20241210,20241207.0,2024-11-26,2024-12-10,2024-12-07,206.65,206.65,Paid,145.94,60.71,INV-001127-005
14841,1127,20241226,20250109,,2024-12-26,2025-01-09,,206.65,0.0,Pending,145.94,60.71,INV-001127-006
14842,1128,20241029,20241112,20241115.0,2024-10-29,2024-11-12,2024-11-15,172.74,172.74,Paid,64.5,108.24,INV-001128-001
14843,1128,20241128,20241212,20241217.0,2024-11-28,2024-12-12,2024-12-17,172.74,172.74,Paid,64.5,108.24,INV-001128-002
14844,1128,20241228,20250111,,2024-12-28,2025-01-11,,172.74,0.0,Pending,64.5,108.24,INV-001128-003
14845,1129,20221204,20221218,20221221.0,2022-12-04,2022-12-18,2022-12-21,240.46,240.46,Paid,175.14,65.33,INV-001129-001
14846,1129,20230103,20230117,20230117.0,2023-01-03,2023-01-17,2023-01-17,240.46,240.46,Paid,175.14,65.33,INV-001129-002
14847,1129,20230202,20230216,20230221.0,2023-02-02,2023-02-16,2023-02-21,240.46,240.46,Paid,175.14,65.33,INV-001129-003
14848,1129,20230304,20230318,20230318.0,2023-03-04,2023-03-18,2023-03-18,240.46,240.46,Paid,175.14,65.33,INV-001129-004
14849,1129,20230403,20230417,20230415.0,2023-04-03,2023-04-17,2023-04-15,240.46,240.46,Paid,175.14,65.33,INV-001129-005
14850,1129,20230503,20230517,20230515.0,2023-05-03,2023-05-17,2023-05-15,240.46,240.46,Paid,175.14,65.33,INV-001129-006
14851,1129,20230602,20230616,20230623.0,2023-06-02,2023-06-16,2023-06-23,240.46,240.46,Paid,175.14,65.33,INV-001129-007
14852,1129,20230702,20230716,20230731.0,2023-07-02,2023-07-16,2023-07-31,240.46,240.46,Late,175.14,65.33,INV-001129-008
14853,1129,20230801,20230815,20230815.0,2023-08-01,2023-08-15,2023-08-15,240.46,240.46,Paid,175.14,65.33,INV-001129-009
14854,1129,20230831,20230914,20230915.0,2023-08-31,2023-09-14,2023-09-15,240.46,240.46,Paid,175.14,65.33,INV-001129-010
14855,1129,20230930,20231014,20231021.0,2023-09-30,2023-10-14,2023-10-21,240.46,240.46,Paid,175.14,65.33,INV-001129-011
14856,1129,20231030,20231113,20231114.0,2023-10-30,2023-11-13,2023-11-14,240.46,240.46,Paid,175.14,65.33,INV-001129-012
14857,1129,20231129,20231213,20231211.0,2023-11-29,2023-12-13,2023-12-11,240.46,136.06,Partial,175.14,65.33,INV-001129-013
14858,1129,20231229,20240112,20240119.0,2023-12-29,2024-01-12,2024-01-19,240.46,124.07,Partial,175.14,65.33,INV-001129-014
14859,1129,20240128,20240211,20240208.0,2024-01-28,2024-02-11,2024-02-08,240.46,240.46,Paid,175.14,65.33,INV-001129-015
14860,1129,20240227,20240312,20240319.0,2024-02-27,2024-03-12,2024-03-19,240.46,240.46,Paid,175.14,65.33,INV-001129-016
14861,1129,20240328,20240411,20240418.0,2024-03-28,2024-04-11,2024-04-18,240.46,240.46,Paid,175.14,65.33,INV-001129-017
14862,1129,20240427,20240511,20240508.0,2024-04-27,2024-05-11,2024-05-08,240.46,240.46,Paid,175.14,65.33,INV-001129-018
14863,1129,20240527,20240610,20240611.0,2024-05-27,2024-06-10,2024-06-11,240.46,240.46,Paid,175.14,65.33,INV-001129-019
14864,1129,20240626,20240710,20240713.0,2024-06-26,2024-07-10,2024-07-13,240.46,240.46,Paid,175.14,65.33,INV-001129-020
14865,1129,20240726,20240809,20240815.0,2024-07-26,2024-08-09,2024-08-15,240.46,240.46,Paid,175.14,65.33,INV-001129-021
14866,1129,20240825,20240908,20240905.0,2024-08-25,2024-09-08,2024-09-05,240.46,240.46,Paid,175.14,65.33,INV-001129-022
14867,1129,20240924,20241008,20241009.0,2024-09-24,2024-10-08,2024-10-09,240.46,240.46,Paid,175.14,65.33,INV-001129-023
14868,1129,20241024,20241107,20241111.0,2024-10-24,2024-11-07,2024-11-11,240.46,240.46,Paid,175.14,65.33,INV-001129-024
14869,1130,20240909,20240923,20240930.0,2024-09-09,2024-09-23,2024-09-30,380.37,380.37,Paid,225.67,154.7,INV-001130-001
14870,1130,20241009,20241023,20241030.0,2024-10-09,2024-10-23,2024-10-30,380.37,380.37,Paid,225.67,154.7,INV-001130-002
14871,1130,20241108,20241122,20241124.0,2024-11-08,2024-11-22,2024-11-24,380.37,380.37,Paid,225.67,154.7,INV-001130-003
14872,1130,20241208,20241222,20241220.0,2024-12-08,2024-12-22,2024-12-20,380.37,380.37,Paid,225.67,154.7,INV-001130-004
14873,1131,20231015,20231029,20231213.0,2023-10-15,2023-10-29,2023-12-13,251.38,251.38,Delinquent,153.38,98.01,INV-001131-001
14874,1131,20231114,20231128,20231125.0,2023-11-14,2023-11-28,2023-11-25,251.38,251.38,Paid,153.38,98.01,INV-001131-002
14875,1131,20231214,20231228,20240104.0,2023-12-14,2023-12-28,2024-01-04,251.38,251.38,Paid,153.38,98.01,INV-001131-003
14876,1131,20240113,20240127,20240126.0,2024-01-13,2024-01-27,2024-01-26,251.38,251.38,Paid,153.38,98.01,INV-001131-004
14877,1131,20240212,20240226,,2024-02-12,2024-02-26,,251.38,0.0,Delinquent,153.38,98.01,INV-001131-005
14878,1131,20240313,20240327,20240411.0,2024-03-13,2024-03-27,2024-04-11,251.38,138.25,Partial,153.38,98.01,INV-001131-006
14879,1131,20240412,20240426,20240427.0,2024-04-12,2024-04-26,2024-04-27,251.38,251.38,Paid,153.38,98.01,INV-001131-007
14880,1131,20240512,20240526,20240602.0,2024-05-12,2024-05-26,2024-06-02,251.38,251.38,Paid,153.38,98.01,INV-001131-008
14881,1131,20240611,20240625,,2024-06-11,2024-06-25,,251.38,0.0,Delinquent,153.38,98.01,INV-001131-009
14882,1131,20240711,20240725,20240730.0,2024-07-11,2024-07-25,2024-07-30,251.38,251.38,Paid,153.38,98.01,INV-001131-010
14883,1131,20240810,20240824,20241107.0,2024-08-10,2024-08-24,2024-11-07,251.38,111.72,Partial,153.38,98.01,INV-001131-011
14884,1131,20240909,20240923,20240927.0,2024-09-09,2024-09-23,2024-09-27,251.38,251.38,Paid,153.38,98.01,INV-001131-012
14885,1131,20241009,20241023,20241028.0,2024-10-09,2024-10-23,2024-10-28,251.38,251.38,Paid,153.38,98.01,INV-001131-013
14886,1131,20241108,20241122,20241122.0,2024-11-08,2024-11-22,2024-11-22,251.38,251.38,Paid,153.38,98.01,INV-001131-014
14887,1131,20241208,20241222,20241226.0,2024-12-08,2024-12-22,2024-12-26,251.38,251.38,Paid,153.38,98.01,INV-001131-015
14888,1132,20230316,20230330,20230401.0,2023-03-16,2023-03-30,2023-04-01,420.44,420.44,Paid,287.97,132.47,INV-001132-001
14889,1132,20230415,20230429,20230501.0,2023-04-15,2023-04-29,2023-05-01,420.44,420.44,Paid,287.97,132.47,INV-001132-002
14890,1132,20230515,20230529,20230604.0,2023-05-15,2023-05-29,2023-06-04,420.44,155.7,Partial,287.97,132.47,INV-001132-003
14891,1132,20230614,20230628,20230626.0,2023-06-14,2023-06-28,2023-06-26,420.44,420.44,Paid,287.97,132.47,INV-001132-004
14892,1132,20230714,20230728,20230730.0,2023-07-14,2023-07-28,2023-07-30,420.44,420.44,Paid,287.97,132.47,INV-001132-005
14893,1132,20230813,20230827,20230824.0,2023-08-13,2023-08-27,2023-08-24,420.44,420.44,Paid,287.97,132.47,INV-001132-006
14894,1132,20230912,20230926,,2023-09-12,2023-09-26,,420.44,0.0,Delinquent,287.97,132.47,INV-001132-007
14895,1132,20231012,20231026,20231029.0,2023-10-12,2023-10-26,2023-10-29,420.44,420.44,Paid,287.97,132.47,INV-001132-008
14896,1132,20231111,20231125,20231210.0,2023-11-11,2023-11-25,2023-12-10,420.44,420.44,Late,287.97,132.47,INV-001132-009
14897,1132,20231211,20231225,20231224.0,2023-12-11,2023-12-25,2023-12-24,420.44,420.44,Paid,287.97,132.47,INV-001132-010
14898,1132,20240110,20240124,,2024-01-10,2024-01-24,,420.44,0.0,Delinquent,287.97,132.47,INV-001132-011
14899,1132,20240209,20240223,20240228.0,2024-02-09,2024-02-23,2024-02-28,420.44,420.44,Paid,287.97,132.47,INV-001132-012
14900,1132,20240310,20240324,20240331.0,2024-03-10,2024-03-24,2024-03-31,420.44,420.44,Paid,287.97,132.47,INV-001132-013
14901,1132,20240409,20240423,20240421.0,2024-04-09,2024-04-23,2024-04-21,420.44,213.0,Partial,287.97,132.47,INV-001132-014
14902,1132,20240509,20240523,20240529.0,2024-05-09,2024-05-23,2024-05-29,420.44,420.44,Paid,287.97,132.47,INV-001132-015
14903,1132,20240608,20240622,20240629.0,2024-06-08,2024-06-22,2024-06-29,420.44,420.44,Paid,287.97,132.47,INV-001132-016
14904,1132,20240708,20240722,20240722.0,2024-07-08,2024-07-22,2024-07-22,420.44,252.37,Partial,287.97,132.47,INV-001132-017
14905,1132,20240807,20240821,20240823.0,2024-08-07,2024-08-21,2024-08-23,420.44,420.44,Paid,287.97,132.47,INV-001132-018
14906,1132,20240906,20240920,20240924.0,2024-09-06,2024-09-20,2024-09-24,420.44,420.44,Paid,287.97,132.47,INV-001132-019
14907,1132,20241006,20241020,20241024.0,2024-10-06,2024-10-20,2024-10-24,420.44,420.44,Paid,287.97,132.47,INV-001132-020
14908,1132,20241105,20241119,20241121.0,2024-11-05,2024-11-19,2024-11-21,420.44,420.44,Paid,287.97,132.47,INV-001132-021
14909,1132,20241205,20241219,20241217.0,2024-12-05,2024-12-19,2024-12-17,420.44,420.44,Paid,287.97,132.47,INV-001132-022
14910,1133,20230715,20230729,20230801.0,2023-07-15,2023-07-29,2023-08-01,513.4,513.4,Paid,350.68,162.72,INV-001133-001
14911,1133,20230814,20230828,20230830.0,2023-08-14,2023-08-28,2023-08-30,513.4,513.4,Paid,350.68,162.72,INV-001133-002
14912,1133,20230913,20230927,20231004.0,2023-09-13,2023-09-27,2023-10-04,513.4,513.4,Paid,350.68,162.72,INV-001133-003
14913,1133,20231013,20231027,20231028.0,2023-10-13,2023-10-27,2023-10-28,513.4,513.4,Paid,350.68,162.72,INV-001133-004
14914,1133,20231112,20231126,20231202.0,2023-11-12,2023-11-26,2023-12-02,513.4,513.4,Paid,350.68,162.72,INV-001133-005
14915,1133,20231212,20231226,20240101.0,2023-12-12,2023-12-26,2024-01-01,513.4,513.4,Paid,350.68,162.72,INV-001133-006
14916,1133,20240111,20240125,20240129.0,2024-01-11,2024-01-25,2024-01-29,513.4,513.4,Paid,350.68,162.72,INV-001133-007
14917,1133,20240210,20240224,20240301.0,2024-02-10,2024-02-24,2024-03-01,513.4,513.4,Paid,350.68,162.72,INV-001133-008
14918,1133,20240311,20240325,20240329.0,2024-03-11,2024-03-25,2024-03-29,513.4,513.4,Paid,350.68,162.72,INV-001133-009
14919,1133,20240410,20240424,20240422.0,2024-04-10,2024-04-24,2024-04-22,513.4,513.4,Paid,350.68,162.72,INV-001133-010
14920,1133,20240510,20240524,20240525.0,2024-05-10,2024-05-24,2024-05-25,513.4,513.4,Paid,350.68,162.72,INV-001133-011
14921,1133,20240609,20240623,20240629.0,2024-06-09,2024-06-23,2024-06-29,513.4,513.4,Paid,350.68,162.72,INV-001133-012
14922,1133,20240709,20240723,20240724.0,2024-07-09,2024-07-23,2024-07-24,513.4,513.4,Paid,350.68,162.72,INV-001133-013
14923,1133,20240808,20240822,20240828.0,2024-08-08,2024-08-22,2024-08-28,513.4,513.4,Paid,350.68,162.72,INV-001133-014
14924,1133,20240907,20240921,20240918.0,2024-09-07,2024-09-21,2024-09-18,513.4,513.4,Paid,350.68,162.72,INV-001133-015
14925,1133,20241007,20241021,20241019.0,2024-10-07,2024-10-21,2024-10-19,513.4,175.65,Partial,350.68,162.72,INV-001133-016
14926,1133,20241106,20241120,20241122.0,2024-11-06,2024-11-20,2024-11-22,513.4,513.4,Paid,350.68,162.72,INV-001133-017
14927,1133,20241206,20241220,20241224.0,2024-12-06,2024-12-20,2024-12-24,513.4,319.95,Partial,350.68,162.72,INV-001133-018
14928,1134,20220731,20220814,20221028.0,2022-07-31,2022-08-14,2022-10-28,125.79,125.79,Delinquent,83.03,42.76,INV-001134-001
14929,1134,20220830,20220913,20220918.0,2022-08-30,2022-09-13,2022-09-18,125.79,125.79,Paid,83.03,42.76,INV-001134-002
14930,1134,20220929,20221013,20221015.0,2022-09-29,2022-10-13,2022-10-15,125.79,125.79,Paid,83.03,42.76,INV-001134-003
14931,1134,20221029,20221112,20221118.0,2022-10-29,2022-11-12,2022-11-18,125.79,125.79,Paid,83.03,42.76,INV-001134-004
14932,1134,20221128,20221212,20221211.0,2022-11-28,2022-12-12,2022-12-11,125.79,108.77,Partial,83.03,42.76,INV-001134-005
14933,1134,20221228,20230111,20230110.0,2022-12-28,2023-01-11,2023-01-10,125.79,125.79,Paid,83.03,42.76,INV-001134-006
14934,1134,20230127,20230210,20230209.0,2023-01-27,2023-02-10,2023-02-09,125.79,125.79,Paid,83.03,42.76,INV-001134-007
14935,1134,20230226,20230312,20230312.0,2023-02-26,2023-03-12,2023-03-12,125.79,125.79,Paid,83.03,42.76,INV-001134-008
14936,1134,20230328,20230411,20230411.0,2023-03-28,2023-04-11,2023-04-11,125.79,125.79,Paid,83.03,42.76,INV-001134-009
14937,1134,20230427,20230511,20230511.0,2023-04-27,2023-05-11,2023-05-11,125.79,125.79,Paid,83.03,42.76,INV-001134-010
14938,1134,20230527,20230610,20230611.0,2023-05-27,2023-06-10,2023-06-11,125.79,125.79,Paid,83.03,42.76,INV-001134-011
14939,1134,20230626,20230710,20230715.0,2023-06-26,2023-07-10,2023-07-15,125.79,97.85,Partial,83.03,42.76,INV-001134-012
14940,1134,20230726,20230809,20230816.0,2023-07-26,2023-08-09,2023-08-16,125.79,125.79,Paid,83.03,42.76,INV-001134-013
14941,1134,20230825,20230908,20230915.0,2023-08-25,2023-09-08,2023-09-15,125.79,125.79,Paid,83.03,42.76,INV-001134-014
14942,1134,20230924,20231008,20231008.0,2023-09-24,2023-10-08,2023-10-08,125.79,125.79,Paid,83.03,42.76,INV-001134-015
14943,1134,20231024,20231107,20231109.0,2023-10-24,2023-11-07,2023-11-09,125.79,125.79,Paid,83.03,42.76,INV-001134-016
14944,1134,20231123,20231207,20231213.0,2023-11-23,2023-12-07,2023-12-13,125.79,125.79,Paid,83.03,42.76,INV-001134-017
14945,1134,20231223,20240106,20240109.0,2023-12-23,2024-01-06,2024-01-09,125.79,90.89,Partial,83.03,42.76,INV-001134-018
14946,1134,20240122,20240205,20240206.0,2024-01-22,2024-02-05,2024-02-06,125.79,125.79,Paid,83.03,42.76,INV-001134-019
14947,1134,20240221,20240306,20240306.0,2024-02-21,2024-03-06,2024-03-06,125.79,125.79,Paid,83.03,42.76,INV-001134-020
14948,1134,20240322,20240405,20240412.0,2024-03-22,2024-04-05,2024-04-12,125.79,125.79,Paid,83.03,42.76,INV-001134-021
14949,1134,20240421,20240505,20240506.0,2024-04-21,2024-05-05,2024-05-06,125.79,125.79,Paid,83.03,42.76,INV-001134-022
14950,1134,20240521,20240604,20240608.0,2024-05-21,2024-06-04,2024-06-08,125.79,125.79,Paid,83.03,42.76,INV-001134-023
14951,1134,20240620,20240704,20240708.0,2024-06-20,2024-07-04,2024-07-08,125.79,125.79,Paid,83.03,42.76,INV-001134-024
14952,1135,20240913,20240927,20240924.0,2024-09-13,2024-09-27,2024-09-24,213.45,213.45,Paid,119.31,94.14,INV-001135-001
14953,1135,20241013,20241027,20241026.0,2024-10-13,2024-10-27,2024-10-26,213.45,213.45,Paid,119.31,94.14,INV-001135-002
14954,1135,20241112,20241126,20241203.0,2024-11-12,2024-11-26,2024-12-03,213.45,213.45,Paid,119.31,94.14,INV-001135-003
14955,1135,20241212,20241226,,2024-12-12,2024-12-26,,213.45,0.0,Delinquent,119.31,94.14,INV-001135-004
14956,1136,20231015,20231029,20231026.0,2023-10-15,2023-10-29,2023-10-26,216.92,173.99,Partial,83.37,133.56,INV-001136-001
14957,1136,20231114,20231128,20231205.0,2023-11-14,2023-11-28,2023-12-05,216.92,216.92,Paid,83.37,133.56,INV-001136-002
14958,1136,20231214,20231228,20231225.0,2023-12-14,2023-12-28,2023-12-25,216.92,216.92,Paid,83.37,133.56,INV-001136-003
14959,1136,20240113,20240127,20240131.0,2024-01-13,2024-01-27,2024-01-31,216.92,216.92,Paid,83.37,133.56,INV-001136-004
14960,1136,20240212,20240226,20240226.0,2024-02-12,2024-02-26,2024-02-26,216.92,216.92,Paid,83.37,133.56,INV-001136-005
14961,1136,20240313,20240327,20240330.0,2024-03-13,2024-03-27,2024-03-30,216.92,216.92,Paid,83.37,133.56,INV-001136-006
14962,1136,20240412,20240426,20240427.0,2024-04-12,2024-04-26,2024-04-27,216.92,216.92,Paid,83.37,133.56,INV-001136-007
14963,1136,20240512,20240526,20240524.0,2024-05-12,2024-05-26,2024-05-24,216.92,216.92,Paid,83.37,133.56,INV-001136-008
14964,1136,20240611,20240625,20240628.0,2024-06-11,2024-06-25,2024-06-28,216.92,216.92,Paid,83.37,133.56,INV-001136-009
14965,1136,20240711,20240725,20240723.0,2024-07-11,2024-07-25,2024-07-23,216.92,216.92,Paid,83.37,133.56,INV-001136-010
14966,1136,20240810,20240824,20240823.0,2024-08-10,2024-08-24,2024-08-23,216.92,216.92,Paid,83.37,133.56,INV-001136-011
14967,1136,20240909,20240923,20240923.0,2024-09-09,2024-09-23,2024-09-23,216.92,216.92,Paid,83.37,133.56,INV-001136-012
14968,1136,20241009,20241023,20241028.0,2024-10-09,2024-10-23,2024-10-28,216.92,216.92,Paid,83.37,133.56,INV-001136-013
14969,1136,20241108,20241122,20241128.0,2024-11-08,2024-11-22,2024-11-28,216.92,216.92,Paid,83.37,133.56,INV-001136-014
14970,1136,20241208,20241222,20241219.0,2024-12-08,2024-12-22,2024-12-19,216.92,216.92,Paid,83.37,133.56,INV-001136-015
14971,1137,20231111,20231125,20231126.0,2023-11-11,2023-11-25,2023-11-26,682.22,682.22,Paid,514.15,168.08,INV-001137-001
14972,1137,20231211,20231225,20231227.0,2023-12-11,2023-12-25,2023-12-27,682.22,682.22,Paid,514.15,168.08,INV-001137-002
14973,1137,20240110,20240124,20240128.0,2024-01-10,2024-01-24,2024-01-28,682.22,682.22,Paid,514.15,168.08,INV-001137-003
14974,1137,20240209,20240223,20240223.0,2024-02-09,2024-02-23,2024-02-23,682.22,682.22,Paid,514.15,168.08,INV-001137-004
14975,1137,20240310,20240324,20240322.0,2024-03-10,2024-03-24,2024-03-22,682.22,682.22,Paid,514.15,168.08,INV-001137-005
14976,1137,20240409,20240423,20240424.0,2024-04-09,2024-04-23,2024-04-24,682.22,682.22,Paid,514.15,168.08,INV-001137-006
14977,1137,20240509,20240523,20240528.0,2024-05-09,2024-05-23,2024-05-28,682.22,682.22,Paid,514.15,168.08,INV-001137-007
14978,1137,20240608,20240622,20240620.0,2024-06-08,2024-06-22,2024-06-20,682.22,682.22,Paid,514.15,168.08,INV-001137-008
14979,1137,20240708,20240722,20240728.0,2024-07-08,2024-07-22,2024-07-28,682.22,682.22,Paid,514.15,168.08,INV-001137-009
14980,1137,20240807,20240821,20240826.0,2024-08-07,2024-08-21,2024-08-26,682.22,518.7,Partial,514.15,168.08,INV-001137-010
14981,1137,20240906,20240920,20240923.0,2024-09-06,2024-09-20,2024-09-23,682.22,682.22,Paid,514.15,168.08,INV-001137-011
14982,1137,20241006,20241020,20241022.0,2024-10-06,2024-10-20,2024-10-22,682.22,682.22,Paid,514.15,168.08,INV-001137-012
14983,1137,20241105,20241119,20241126.0,2024-11-05,2024-11-19,2024-11-26,682.22,682.22,Paid,514.15,168.08,INV-001137-013
14984,1137,20241205,20241219,20241224.0,2024-12-05,2024-12-19,2024-12-24,682.22,682.22,Paid,514.15,168.08,INV-001137-014
14985,1138,20240218,20240303,20240304.0,2024-02-18,2024-03-03,2024-03-04,619.09,619.09,Paid,405.4,213.69,INV-001138-001
14986,1138,20240319,20240402,20240417.0,2024-03-19,2024-04-02,2024-04-17,619.09,260.84,Partial,405.4,213.69,INV-001138-002
14987,1138,20240418,20240502,20240508.0,2024-04-18,2024-05-02,2024-05-08,619.09,619.09,Paid,405.4,213.69,INV-001138-003
14988,1138,20240518,20240601,20240608.0,2024-05-18,2024-06-01,2024-06-08,619.09,619.09,Paid,405.4,213.69,INV-001138-004
14989,1138,20240617,20240701,20240703.0,2024-06-17,2024-07-01,2024-07-03,619.09,619.09,Paid,405.4,213.69,INV-001138-005
14990,1138,20240717,20240731,20240803.0,2024-07-17,2024-07-31,2024-08-03,619.09,619.09,Paid,405.4,213.69,INV-001138-006
14991,1138,20240816,20240830,20240914.0,2024-08-16,2024-08-30,2024-09-14,619.09,619.09,Late,405.4,213.69,INV-001138-007
14992,1138,20240915,20240929,20241005.0,2024-09-15,2024-09-29,2024-10-05,619.09,619.09,Paid,405.4,213.69,INV-001138-008
14993,1138,20241015,20241029,20241113.0,2024-10-15,2024-10-29,2024-11-13,619.09,619.09,Late,405.4,213.69,INV-001138-009
14994,1138,20241114,20241128,20241213.0,2024-11-14,2024-11-28,2024-12-13,619.09,619.09,Late,405.4,213.69,INV-001138-010
14995,1138,20241214,20241228,20250103.0,2024-12-14,2024-12-28,2025-01-03,619.09,619.09,Paid,405.4,213.69,INV-001138-011
14996,1140,20230224,20230310,20230314.0,2023-02-24,2023-03-10,2023-03-14,165.82,165.82,Paid,81.91,83.91,INV-001140-001
14997,1140,20230326,20230409,20230408.0,2023-03-26,2023-04-09,2023-04-08,165.82,165.82,Paid,81.91,83.91,INV-001140-002
14998,1140,20230425,20230509,20230507.0,2023-04-25,2023-05-09,2023-05-07,165.82,165.82,Paid,81.91,83.91,INV-001140-003
14999,1140,20230525,20230608,,2023-05-25,2023-06-08,,165.82,0.0,Delinquent,81.91,83.91,INV-001140-004
15000,1140,20230624,20230708,20230708.0,2023-06-24,2023-07-08,2023-07-08,165.82,52.55,Partial,81.91,83.91,INV-001140-005
15001,1140,20230724,20230807,20230805.0,2023-07-24,2023-08-07,2023-08-05,165.82,53.38,Partial,81.91,83.91,INV-001140-006
15002,1140,20230823,20230906,20230903.0,2023-08-23,2023-09-06,2023-09-03,165.82,165.82,Paid,81.91,83.91,INV-001140-007
15003,1140,20230922,20231006,20231010.0,2023-09-22,2023-10-06,2023-10-10,165.82,165.82,Paid,81.91,83.91,INV-001140-008
15004,1140,20231022,20231105,20231120.0,2023-10-22,2023-11-05,2023-11-20,165.82,165.82,Late,81.91,83.91,INV-001140-009
15005,1140,20231121,20231205,20231203.0,2023-11-21,2023-12-05,2023-12-03,165.82,165.82,Paid,81.91,83.91,INV-001140-010
15006,1140,20231221,20240104,20240105.0,2023-12-21,2024-01-04,2024-01-05,165.82,165.82,Paid,81.91,83.91,INV-001140-011
15007,1140,20240120,20240203,20240201.0,2024-01-20,2024-02-03,2024-02-01,165.82,165.82,Paid,81.91,83.91,INV-001140-012
15008,1140,20240219,20240304,20240308.0,2024-02-19,2024-03-04,2024-03-08,165.82,165.82,Paid,81.91,83.91,INV-001140-013
15009,1140,20240320,20240403,20240401.0,2024-03-20,2024-04-03,2024-04-01,165.82,165.82,Paid,81.91,83.91,INV-001140-014
