    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
1578,CON-001578,4,151,Active,Standard Loan,Germany,Hesse,84,7.72,8410.44,29-08-2024
1579,CON-001579,37,659,Completed,Standard Loan,Netherlands,North Holland,60,8.38,21443.61,10-07-2024
1580,CON-001580,18,560,Active,Standard Loan,Germany,Bavaria,84,4.84,23717.81,04-07-2024
1581,CON-001581,35,1457,Cancelled,Lease,Germany,Lower Saxony,180,5.86,37283.96,10-06-2023
1582,CON-001582,8,1783,Active,PPA,Germany,Berlin,120,7.79,41715.31,08-10-2023
1583,CON-001583,34,281,Active,Lease,Germany,Baden-Württemberg,120,6.04,20176.58,04-06-2023
1584,CON-001584,42,205,Active,Lease,Germany,North Rhine-Westphalia,84,5.57,19273.16,18-05-2024
1585,CON-001585,44,1687,Completed,Lease,Germany,Hesse,240,3.62,39221.88,19-10-2023
1586,CON-001586,43,1098,Active,Standard Loan,Netherlands,North Brabant,120,4.19,38652.13,24-12-2023
1587,CON-001587,36,1239,Active,Standard Loan,Austria,Styria,180,6.23,22854.49,21-11-2024
1588,CON-001588,10,1360,Defaulted,Standard Loan,Germany,Lower Saxony,120,4.31,42444.5,15-10-2022
1589,CON-001589,47,1670,Active,Lease,Germany,Baden-Württemberg,180,6.04,30781.26,23-07-2023
1590,CON-001590,30,1128,Defaulted,Standard Loan,Austria,Vienna,120,5.59,19945.75,04-07-2022
1591,CON-001591,42,610,Completed,Standard Loan,Germany,North Rhine-Westphalia,180,8.11,27754.06,22-07-2023
1592,CON-001592,14,1347,In Arrears,Standard Loan,Germany,Baden-Württemberg,84,4.53,33731.87,28-12-2022
1593,CON-001593,45,708,Active,Standard Loan,Germany,North Rhine-Westphalia,240,5.01,44613.98,03-03-2023
1594,CON-001594,41,1763,Active,Standard Loan,Germany,Lower Saxony,120,8.47,30156.13,31-12-2023
1595,CON-001595,30,1560,Active,Subscription,Austria,Vienna,120,6.54,14009.02,15-03-2023
1596,CON-001596,39,1312,Active,Standard Loan,Germany,Berlin,84,3.77,13427.83,04-09-2024
1597,CON-001597,30,262,Active,Standard Loan,Austria,Vienna,180,3.53,31458.65,31-07-2023
1598,CON-001598,7,412,In Arrears,Standard Loan,Germany,Bavaria,120,7.28,41408.5,24-04-2024
1599,CON-001599,43,858,Active,Standard Loan,Netherlands,North Brabant,240,6.79,41346.34,27-10-2023
1600,CON-001600,47,1640,Active,Standard Loan,Germany,Baden-Württemberg,120,8.18,44161.08,20-05-2023
1601,CON-001601,24,1812,In Arrears,Standard Loan,Germany,Bavaria,120,6.2,27150.51,09-03-2023
1602,CON-001602,9,58,Active,Standard Loan,Germany,Berlin,180,5.57,14432.57,11-05-2023
1603,CON-001603,29,1955,Active,Lease,Germany,Hesse,180,3.6,13450.29,28-12-2022
1604,CON-001604,18,568,Active,Subscription,Germany,Bavaria,180,6.66,11286.24,29-04-2024
1605,CON-001605,36,1421,Active,Standard Loan,Austria,Styria,180,4.36,25473.17,13-06-2024
1606,CON-001606,8,1547,Active,Subscription,Germany,Berlin,84,3.78,36024.17,04-05-2024
1607,CON-001607,11,1044,Active,Lease,Germany,Baden-Württemberg,120,4.59,37713.54,12-10-2023
1608,CON-001608,18,318,In Arrears,Lease,Germany,Bavaria,180,8,11005.25,31-10-2024
1609,CON-001609,42,1702,Active,Standard Loan,Germany,North Rhine-Westphalia,120,6.79,21835.59,03-09-2022
1610,CON-001610,47,474,Active,Standard Loan,Germany,Baden-Württemberg,120,3.54,28398.83,06-05-2024
1611,CON-001611,42,1016,In Arrears,Standard Loan,Germany,North Rhine-Westphalia,84,5.38,36158.67,09-06-2022
1612,CON-001612,17,1134,Active,Lease,Germany,North Rhine-Westphalia,180,3.71,21129.81,04-09-2024
1613,CON-001613,5,1254,Active,Standard Loan,Austria,Vienna,180,7.39,18300.11,17-10-2023
1614,CON-001614,21,1536,In Arrears,Standard Loan,Germany,Lower Saxony,120,4.09,40348.3,27-10-2024
1615,CON-001615,21,1098,Active,Standard Loan,Germany,Lower Saxony,120,8.5,43547.02,31-08-2024
1616,CON-001616,21,959,Active,Standard Loan,Germany,Lower Saxony,120,6.43,12785.87,05-11-2024
1617,CON-001617,46,744,Active,Standard Loan,Netherlands,North Holland,84,3.75,17493.17,12-05-2023
1618,CON-001618,21,132,Cancelled,Lease,Germany,Lower Saxony,120,5.49,43760.44,14-02-2024
1619,CON-001619,21,1946,Active,Standard Loan,Germany,Lower Saxony,120,8.43,41621.2,03-08-2024
1620,CON-001620,47,1776,Active,Subscription,Germany,Baden-Württemberg,84,5.1,28455.3,06-08-2024
1621,CON-001621,30,1718,Active,Standard Loan,Austria,Vienna,120,4.44,41905.49,24-07-2023
1622,CON-001622,29,544,Active,Lease,Germany,Hesse,180,7.57,11538.89,12-08-2023
1623,CON-001623,10,1310,Active,Standard Loan,Germany,Lower Saxony,84,4.13,8364.21,30-10-2022
1624,CON-001624,16,1743,Active,Lease,Germany,Berlin,180,8.15,13431.38,18-04-2024
1625,CON-001625,5,407,Active,Subscription,Austria,Vienna,180,4.63,9248.96,20-08-2024
1626,CON-001626,5,856,Active,Lease,Austria,Vienna,84,7.56,26341.13,10-08-2022
1627,CON-001627,8,400,Active,Lease,Germany,Berlin,120,5.14,32840.39,08-02-2024
1628,CON-001628,36,86,Active,Standard Loan,Austria,Styria,240,5.15,43875.98,28-04-2024
1629,CON-001629,10,571,Active,Subscription,Germany,Lower Saxony,60,8.16,44753.07,30-03-2023
1630,CON-001630,6,1951,In Arrears,PPA,Netherlands,South Holland,240,5.5,41868.83,18-09-2024
1631,CON-001631,47,1582,Active,Standard Loan,Germany,Baden-Württemberg,180,7.79,22885.03,26-02-2023
1632,CON-001632,25,1493,Active,Lease,Germany,Hesse,240,5.74,23114.17,26-11-2023
1633,CON-001633,49,418,Active,PPA,Germany,Hesse,180,7.16,43652.62,07-07-2024
1634,CON-001634,17,760,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,120,4.1,14044.57,15-01-2023
1635,CON-001635,36,1581,Active,Standard Loan,Austria,Styria,60,3.76,26137.1,23-06-2024
1636,CON-001636,26,1096,In Arrears,Standard Loan,Germany,Berlin,84,3.93,29297.15,10-01-2023
1637,CON-001637,18,1415,Active,Standard Loan,Germany,Bavaria,120,7.11,29859.09,14-11-2024
1638,CON-001638,24,971,Active,Lease,Germany,Bavaria,180,7.76,19488.83,13-08-2023
1639,CON-001639,41,300,Defaulted,Standard Loan,Germany,Lower Saxony,120,8.29,23391.36,24-11-2022
1640,CON-001640,5,790,Completed,Lease,Austria,Vienna,180,5.85,19890.05,29-07-2022
1641,CON-001641,42,252,Active,Subscription,Germany,North Rhine-Westphalia,180,7.77,44074.56,05-11-2024
1642,CON-001642,9,143,Active,Lease,Germany,Berlin,60,5.26,15125.67,13-11-2023
1643,CON-001643,5,1270,Active,PPA,Austria,Vienna,60,5.23,35453.54,27-12-2023
1644,CON-001644,18,975,Active,Lease,Germany,Bavaria,120,7.5,22518.82,05-04-2023
1645,CON-001645,7,544,Active,Standard Loan,Germany,Bavaria,120,5.86,9871.4,24-08-2024
1646,CON-001646,42,1205,In Arrears,Subscription,Germany,North Rhine-Westphalia,120,5.06,27964.32,22-02-2023
1647,CON-001647,13,1261,Active,Lease,Germany,North Rhine-Westphalia,84,3.91,27966.22,09-09-2024
1648,CON-001648,21,383,Active,Standard Loan,Germany,Lower Saxony,84,5.36,38368.41,29-02-2024
1649,CON-001649,49,146,Active,Lease,Germany,Hesse,120,6.2,13607.42,22-03-2024
1650,CON-001650,18,1085,Completed,Lease,Germany,Bavaria,120,5.69,30211.59,08-08-2023
1651,CON-001651,18,1834,Completed,Lease,Germany,Bavaria,60,4.45,44461.78,02-02-2023
1652,CON-001652,28,1616,Active,Subscription,Germany,Lower Saxony,180,5.94,26706.8,21-07-2024
1653,CON-001653,3,168,Active,PPA,Germany,North Rhine-Westphalia,120,6.58,28011.5,11-10-2022
1654,CON-001654,15,1541,Active,Standard Loan,Germany,Berlin,84,7.78,13374.6,30-03-2023
1655,CON-001655,18,1985,Active,Lease,Germany,Bavaria,120,5.21,37612.67,24-06-2023
1656,CON-001656,7,1280,Active,Standard Loan,Germany,Bavaria,120,5.77,33298.53,04-12-2022
1657,CON-001657,33,1620,Active,Lease,Germany,Lower Saxony,120,8.26,21444.26,15-02-2023
1658,CON-001658,42,1234,Defaulted,Standard Loan,Germany,North Rhine-Westphalia,180,7.36,41985.75,05-03-2024
1659,CON-001659,40,221,Active,Standard Loan,Germany,Bavaria,180,6.36,34980.2,18-01-2023
1660,CON-001660,42,1485,Active,Lease,Germany,North Rhine-Westphalia,84,5.54,17183.3,01-06-2023
1661,CON-001661,47,959,Active,Standard Loan,Germany,Baden-Württemberg,84,5.42,35374.94,05-02-2023
1662,CON-001662,30,1000,Cancelled,Standard Loan,Austria,Vienna,240,6.08,9791.49,11-10-2022
1663,CON-001663,12,1405,Defaulted,Standard Loan,Germany,Berlin,120,3.54,9628.62,18-01-2024
1664,CON-001664,35,11,Active,Standard Loan,Germany,Lower Saxony,180,6.44,8405.11,27-05-2023
1665,CON-001665,9,1426,Active,Standard Loan,Germany,Berlin,180,4.22,13004.46,23-07-2023
1666,CON-001666,36,509,Active,PPA,Austria,Styria,180,6.34,33756.21,21-07-2024
1667,CON-001667,31,1113,Active,PPA,Germany,Berlin,60,6.62,27737.51,09-12-2023
1668,CON-001668,24,624,Active,Subscription,Germany,Bavaria,240,6.81,17538.21,24-06-2024
1669,CON-001669,3,323,Active,Lease,Germany,North Rhine-Westphalia,180,8.13,16329.78,12-09-2023
1670,CON-001670,35,792,Defaulted,PPA,Germany,Lower Saxony,120,5.24,20964.47,30-11-2024
1671,CON-001671,40,208,Active,Standard Loan,Germany,Bavaria,84,4.34,37385.47,24-12-2023
1672,CON-001672,34,1561,Completed,PPA,Germany,Baden-Württemberg,120,3.56,43871.78,13-02-2024
1673,CON-001673,17,215,Active,Standard Loan,Germany,North Rhine-Westphalia,60,5.74,31692.84,08-06-2023
1674,CON-001674,19,500,Cancelled,Standard Loan,Germany,Hesse,120,3.64,21854.98,24-06-2023
1675,CON-001675,36,1757,Active,Lease,Austria,Styria,120,7.54,19693.24,14-01-2024
1676,CON-001676,31,1648,Active,Standard Loan,Germany,Berlin,120,3.88,17075.91,05-05-2023
1677,CON-001677,14,1743,Active,Standard Loan,Germany,Baden-Württemberg,120,7.23,15910.38,20-11-2024
1678,CON-001678,47,1037,Active,Lease,Germany,Baden-Württemberg,60,7.11,12555,11-09-2024
1679,CON-001679,29,885,Active,Standard Loan,Germany,Hesse,120,7.22,19112.74,09-01-2024
1680,CON-001680,21,583,Active,Standard Loan,Germany,Lower Saxony,84,5.11,30469.11,08-06-2024
1681,CON-001681,30,911,Active,PPA,Austria,Vienna,120,7.36,43911.06,05-02-2024
1682,CON-001682,42,965,Active,Lease,Germany,North Rhine-Westphalia,84,3.53,31768.39,06-01-2023
1683,CON-001683,23,986,Active,Standard Loan,Germany,North Rhine-Westphalia,180,4.22,34139.32,15-09-2023
1684,CON-001684,36,247,Cancelled,Standard Loan,Austria,Styria,120,3.7,40137.36,23-06-2024
1685,CON-001685,40,625,Active,Subscription,Germany,Bavaria,120,7.8,32151.41,18-02-2024
1686,CON-001686,35,272,Active,Standard Loan,Germany,Lower Saxony,180,7.84,32113.11,03-01-2024
1687,CON-001687,10,1950,Active,PPA,Germany,Lower Saxony,180,3.5,23661.35,19-04-2023
1688,CON-001688,10,846,Active,Lease,Germany,Lower Saxony,84,4.98,32414.19,24-12-2022
1689,CON-001689,45,1919,Active,Standard Loan,Germany,North Rhine-Westphalia,120,7.6,39894.65,21-05-2024
1690,CON-001690,18,520,Active,Standard Loan,Germany,Bavaria,240,5.71,24147.45,09-09-2022
1691,CON-001691,49,430,Active,Lease,Germany,Hesse,180,5.47,18520.8,20-05-2022
1692,CON-001692,10,1622,Active,Standard Loan,Germany,Lower Saxony,180,4.25,12746.4,06-05-2024
1693,CON-001693,5,829,Active,Standard Loan,Austria,Vienna,180,3.67,22741.75,24-12-2023
1694,CON-001694,42,52,Active,Standard Loan,Germany,North Rhine-Westphalia,120,4.69,37510.11,02-11-2023
1695,CON-001695,35,1756,Active,PPA,Germany,Lower Saxony,180,3.92,38491.39,04-10-2023
1696,CON-001696,16,404,Completed,Lease,Germany,Berlin,120,6.88,40136.06,03-11-2023
1697,CON-001697,23,145,Active,Standard Loan,Germany,North Rhine-Westphalia,120,3.51,42260.02,19-03-2024
1698,CON-001698,37,326,Completed,Standard Loan,Netherlands,North Holland,180,5.28,39337.13,13-11-2024
1699,CON-001699,49,52,Active,Standard Loan,Germany,Hesse,180,4.91,24569.22,12-07-2023
1700,CON-001700,32,1397,Active,PPA,Germany,Lower Saxony,84,6.44,36492.76,22-10-2024
1701,CON-001701,37,1231,Active,Lease,Netherlands,North Holland,120,8.07,26725.19,30-08-2023
1702,CON-001702,45,1633,Active,PPA,Germany,North Rhine-Westphalia,180,6.49,37616.12,17-07-2022
1703,CON-001703,41,1456,Active,Standard Loan,Germany,Lower Saxony,84,7.23,44088.31,07-06-2023
1704,CON-001704,8,1706,Active,Lease,Germany,Berlin,120,8.17,27745.7,16-02-2024
1705,CON-001705,46,873,Defaulted,Standard Loan,Netherlands,North Holland,120,5.2,17304.68,06-09-2023
1706,CON-001706,24,1157,Active,Subscription,Germany,Bavaria,84,4.47,29888.4,23-07-2023
1707,CON-001707,47,508,Active,PPA,Germany,Baden-Württemberg,84,5.49,25060.52,05-11-2024
1708,CON-001708,41,357,Active,Standard Loan,Germany,Lower Saxony,84,6.13,28203.34,09-03-2023
1709,CON-001709,30,1573,In Arrears,Standard Loan,Austria,Vienna,120,3.75,33808.55,12-05-2022
1710,CON-001710,38,903,Active,Subscription,Netherlands,North Holland,120,5.84,44243.05,31-08-2023
1711,CON-001711,49,528,Active,Lease,Germany,Hesse,180,6.08,33407.85,26-06-2024
1712,CON-001712,42,1087,Completed,Standard Loan,Germany,North Rhine-Westphalia,120,8.36,39683.69,04-03-2024
1713,CON-001713,11,1469,Active,Standard Loan,Germany,Baden-Württemberg,180,3.8,40562.11,07-03-2023
1714,CON-001714,6,1894,Active,Subscription,Netherlands,South Holland,180,6.92,23035.03,16-01-2024
1715,CON-001715,48,1533,Active,Standard Loan,Germany,Lower Saxony,180,7.94,21026.41,06-09-2024
1716,CON-001716,15,1902,Active,Standard Loan,Germany,Berlin,120,5.19,37115.17,25-01-2024
1717,CON-001717,36,1673,Active,Standard Loan,Austria,Styria,120,4.78,11940.92,28-06-2024
1718,CON-001718,5,498,Completed,Standard Loan,Austria,Vienna,120,4.98,13317.65,10-04-2024
1719,CON-001719,29,358,Completed,PPA,Germany,Hesse,60,7.38,38950.4,07-02-2024
1720,CON-001720,38,870,Active,Subscription,Netherlands,North Holland,120,3.73,31021.8,26-04-2023
1721,CON-001721,28,1895,Active,Subscription,Germany,Lower Saxony,60,6.97,35058.91,19-11-2022
1722,CON-001722,41,1677,Active,PPA,Germany,Lower Saxony,84,6.84,8448.29,07-01-2023
1723,CON-001723,25,1320,In Arrears,Lease,Germany,Hesse,240,7.98,40472.68,04-07-2024
1724,CON-001724,7,1398,Active,Standard Loan,Germany,Bavaria,120,3.57,19757.61,17-07-2024
1725,CON-001725,40,1462,Active,Standard Loan,Germany,Bavaria,120,8.44,44026.26,11-10-2024
1726,CON-001726,35,1384,Active,Lease,Germany,Lower Saxony,180,7.94,29625.69,31-01-2024
1727,CON-001727,8,1542,Completed,Standard Loan,Germany,Berlin,84,6.58,17999.8,05-08-2022
1728,CON-001728,12,431,Completed,Standard Loan,Germany,Berlin,180,7.31,20288.57,12-11-2024
1729,CON-001729,10,1950,Active,Standard Loan,Germany,Lower Saxony,84,6.32,24280.68,15-09-2022
1730,CON-001730,23,298,Active,Standard Loan,Germany,North Rhine-Westphalia,240,4.07,19424.21,13-03-2024
1731,CON-001731,14,1293,Completed,Standard Loan,Germany,Baden-Württemberg,180,4.51,26531.83,22-08-2023
1732,CON-001732,33,1804,Active,Standard Loan,Germany,Lower Saxony,180,6.98,37821.29,24-07-2024
1733,CON-001733,36,1838,Active,Lease,Austria,Styria,60,6.71,34735.15,05-07-2024
1734,CON-001734,15,1611,Active,Standard Loan,Germany,Berlin,120,6.08,11650.31,01-05-2024
1735,CON-001735,21,1326,In Arrears,Lease,Germany,Lower Saxony,180,6.71,33211.14,28-05-2024
1736,CON-001736,45,1383,Completed,PPA,Germany,North Rhine-Westphalia,120,4.25,36820.76,25-10-2023
1737,CON-001737,31,1162,Active,Lease,Germany,Berlin,120,3.62,23555.11,17-05-2024
1738,CON-001738,12,638,Active,Standard Loan,Germany,Berlin,180,8.23,8998.07,22-08-2024
1739,CON-001739,42,366,Completed,PPA,Germany,North Rhine-Westphalia,180,7.31,23851.29,04-04-2024
1740,CON-001740,37,1011,Active,Standard Loan,Netherlands,North Holland,60,7.94,18381.01,12-09-2024
1741,CON-001741,14,889,Active,Subscription,Germany,Baden-Württemberg,120,5.07,15493.43,03-06-2023
1742,CON-001742,44,1785,Active,Standard Loan,Germany,Hesse,180,7.71,35711.04,13-03-2024
1743,CON-001743,32,956,Completed,Lease,Germany,Lower Saxony,60,6.41,21674.97,26-11-2023
1744,CON-001744,9,301,Active,Standard Loan,Germany,Berlin,120,6.25,24401.87,26-06-2023
1745,CON-001745,9,553,Active,Standard Loan,Germany,Berlin,120,4.25,29966.08,27-03-2024
1746,CON-001746,47,110,Completed,Standard Loan,Germany,Baden-Württemberg,60,7.75,35314.43,01-10-2024
1747,CON-001747,47,1124,Active,Standard Loan,Germany,Baden-Württemberg,120,5.43,32259.54,28-07-2024
1748,CON-001748,42,827,Completed,Lease,Germany,North Rhine-Westphalia,60,5.51,34464.94,23-08-2023
1749,CON-001749,44,1024,Active,Standard Loan,Germany,Hesse,84,5.91,13429.18,03-02-2024
1750,CON-001750,33,1432,Active,Standard Loan,Germany,Lower Saxony,240,6.06,42398.79,16-11-2023
1751,CON-001751,46,232,Active,PPA,Netherlands,North Holland,180,3.72,26160.7,21-07-2023
1752,CON-001752,41,520,Active,Standard Loan,Germany,Lower Saxony,120,6.95,8490.98,12-05-2023
1753,CON-001753,9,510,Active,PPA,Germany,Berlin,84,5.15,31388.65,04-07-2023
1754,CON-001754,23,1029,Active,PPA,Germany,North Rhine-Westphalia,84,3.97,25702.32,05-03-2024
1755,CON-001755,12,1788,Active,Standard Loan,Germany,Berlin,120,5.06,44328.66,29-02-2024
1756,CON-001756,5,379,Completed,Subscription,Austria,Vienna,240,6.76,33957.75,30-11-2023
1757,CON-001757,49,298,Active,Lease,Germany,Hesse,60,5.5,44647.77,04-10-2024
1758,CON-001758,21,200,Active,PPA,Germany,Lower Saxony,180,7.22,29562.83,08-11-2024
1759,CON-001759,35,1399,Active,Lease,Germany,Lower Saxony,84,8.37,37758.97,11-10-2023
1760,CON-001760,14,1317,Active,PPA,Germany,Baden-Württemberg,180,3.62,36167.46,14-10-2023
1761,CON-001761,38,1220,In Arrears,Standard Loan,Netherlands,North Holland,180,3.83,16063.38,19-06-2023
1762,CON-001762,40,428,Active,Standard Loan,Germany,Bavaria,180,5.28,42961.42,05-06-2023
1763,CON-001763,46,985,Active,Lease,Netherlands,North Holland,120,4.02,22559.6,23-09-2024
1764,CON-001764,8,552,Active,Subscription,Germany,Berlin,120,8.11,32489.89,09-07-2023
1765,CON-001765,12,576,Active,Lease,Germany,Berlin,120,8.46,21795.39,19-08-2023
1766,CON-001766,13,712,Active,Standard Loan,Germany,North Rhine-Westphalia,180,3.62,25262.86,16-05-2024
1767,CON-001767,21,1418,Active,Standard Loan,Germany,Lower Saxony,120,7.14,20778.95,18-06-2024
1768,CON-001768,15,1041,Active,Standard Loan,Germany,Berlin,120,7.2,42163.9,28-09-2024
1769,CON-001769,24,1888,Active,Lease,Germany,Bavaria,180,3.88,32582.96,21-07-2023
1770,CON-001770,35,779,Active,PPA,Germany,Lower Saxony,84,7.32,38997.75,28-08-2023
1771,CON-001771,37,908,Active,PPA,Netherlands,North Holland,180,7.55,18648.66,06-01-2024
1772,CON-001772,43,626,Active,Standard Loan,Netherlands,North Brabant,180,8.48,43930.46,01-01-2023
1773,CON-001773,49,1176,Active,Standard Loan,Germany,Hesse,60,7.13,29650.27,22-06-2024
1774,CON-001774,30,344,Active,Subscription,Austria,Vienna,120,4.12,35611.43,25-03-2023
1775,CON-001775,1,1708,Active,PPA,Germany,Bavaria,120,4.7,14434.15,08-07-2024
1776,CON-001776,43,1136,Active,PPA,Netherlands,North Brabant,240,4.84,29770.17,25-02-2024
1777,CON-001777,11,1901,Active,Standard Loan,Germany,Baden-Württemberg,120,7.96,26064.22,23-03-2024
1778,CON-001778,25,1996,Active,Standard Loan,Germany,Hesse,120,6.68,18214.89,05-05-2022
1779,CON-001779,9,731,Defaulted,Standard Loan,Germany,Berlin,60,5.02,22631.76,16-11-2023
1780,CON-001780,42,1737,Active,Standard Loan,Germany,North Rhine-Westphalia,120,4.73,35809.49,31-07-2022
1781,CON-001781,32,164,Active,Standard Loan,Germany,Lower Saxony,240,5.41,30656.6,10-04-2024
1782,CON-001782,10,1341,Active,Standard Loan,Germany,Lower Saxony,180,4.81,11429.22,24-08-2023
1783,CON-001783,47,1575,Active,Standard Loan,Germany,Baden-Württemberg,120,8.36,35489.19,05-08-2024
1784,CON-001784,37,66,Active,Standard Loan,Netherlands,North Holland,180,8.13,17465.27,15-03-2024
1785,CON-001785,46,512,In Arrears,Standard Loan,Netherlands,North Holland,120,7.28,43397.98,15-11-2022
1786,CON-001786,38,1165,Active,Standard Loan,Netherlands,North Holland,180,4.96,38689.97,04-09-2023
1787,CON-001787,41,153,Active,Standard Loan,Germany,Lower Saxony,120,7.62,15905.28,10-04-2024
1788,CON-001788,32,40,Completed,Lease,Germany,Lower Saxony,120,5.68,11506.07,14-06-2023
1789,CON-001789,4,220,Active,Subscription,Germany,Hesse,120,4.72,19544.73,18-03-2024
1790,CON-001790,13,1917,Active,PPA,Germany,North Rhine-Westphalia,120,6.66,42975.68,28-08-2024
1791,CON-001791,5,1728,Active,PPA,Austria,Vienna,180,5.53,27406.7,08-09-2022
1792,CON-001792,43,1092,Active,Standard Loan,Netherlands,North Brabant,180,3.51,39957.82,24-09-2023
1793,CON-001793,42,1713,Active,Standard Loan,Germany,North Rhine-Westphalia,120,7.03,15258.51,29-11-2024
1794,CON-001794,11,169,Cancelled,Standard Loan,Germany,Baden-Württemberg,120,5.18,31940.18,12-06-2024
1795,CON-001795,18,1956,Active,Standard Loan,Germany,Bavaria,120,3.98,18703.22,01-01-2023
1796,CON-001796,26,1129,In Arrears,Subscription,Germany,Berlin,120,7.19,28956.42,24-01-2023
1797,CON-001797,21,1528,Active,Standard Loan,Germany,Lower Saxony,180,6.1,12762.82,24-05-2024
1798,CON-001798,18,1562,Active,Lease,Germany,Bavaria,84,6.82,9746.09,05-03-2024
1799,CON-001799,6,1793,Active,Standard Loan,Netherlands,South Holland,180,7.75,12213.26,13-11-2024
1800,CON-001800,31,1004,In Arrears,PPA,Germany,Berlin,84,4.41,22016.8,21-08-2024
1801,CON-001801,9,1177,Active,Standard Loan,Germany,Berlin,120,7.8,33133.17,10-08-2023
1802,CON-001802,21,414,Active,Lease,Germany,Lower Saxony,180,5.64,8184.13,10-07-2024
1803,CON-001803,23,671,Active,Standard Loan,Germany,North Rhine-Westphalia,180,6.42,21194.54,29-04-2023
1804,CON-001804,36,1986,Active,PPA,Austria,Styria,120,6.36,31568.12,01-04-2024
1805,CON-001805,19,1990,Active,Standard Loan,Germany,Hesse,120,4.39,22194.99,17-09-2022
1806,CON-001806,43,1068,Active,Lease,Netherlands,North Brabant,180,8.3,21680.08,02-05-2024
1807,CON-001807,4,1899,Active,PPA,Germany,Hesse,120,4.83,36961.98,17-11-2023
1808,CON-001808,37,1878,Active,Lease,Netherlands,North Holland,180,8.24,42180.75,06-09-2024
1809,CON-001809,36,892,Active,Lease,Austria,Styria,120,6.95,42259.53,11-09-2024
1810,CON-001810,40,769,Cancelled,PPA,Germany,Bavaria,180,4.27,15494.28,17-10-2023
1811,CON-001811,21,540,Completed,Lease,Germany,Lower Saxony,120,5.19,11026.46,26-04-2024
1812,CON-001812,22,259,Active,Lease,Germany,Bavaria,120,4.62,18043.78,17-01-2024
1813,CON-001813,27,1200,Active,Lease,Austria,Upper Austria,120,5.56,11746.92,02-05-2024
1814,CON-001814,12,628,Completed,Lease,Germany,Berlin,180,3.89,11558.72,28-11-2024
1815,CON-001815,27,942,Cancelled,Standard Loan,Austria,Upper Austria,120,4.48,25090.47,26-08-2024
1816,CON-001816,42,1659,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,60,6.96,36675.57,03-05-2023
1817,CON-001817,34,1979,Active,Lease,Germany,Baden-Württemberg,120,7.06,28569.48,04-11-2024
1818,CON-001818,7,715,Completed,Standard Loan,Germany,Bavaria,120,4.48,36423.91,20-08-2023
1819,CON-001819,10,338,Active,Lease,Germany,Lower Saxony,180,8.46,31414.88,30-12-2022
1820,CON-001820,18,719,Cancelled,PPA,Germany,Bavaria,84,4.04,13131.7,25-10-2024
1821,CON-001821,32,909,Active,Lease,Germany,Lower Saxony,84,7.6,17703.79,31-03-2022
1822,CON-001822,10,1689,Active,Subscription,Germany,Lower Saxony,180,6.34,11271.95,01-09-2023
1823,CON-001823,2,1618,In Arrears,Standard Loan,Germany,Berlin,84,5.14,30203.05,08-09-2023
1824,CON-001824,19,1072,Active,PPA,Germany,Hesse,84,7.38,17135.25,13-07-2022
1825,CON-001825,11,1559,Completed,Subscription,Germany,Baden-Württemberg,84,8.09,23512.7,20-10-2023
1826,CON-001826,14,1020,Active,Subscription,Germany,Baden-Württemberg,60,6.32,37494.27,18-12-2022
1827,CON-001827,44,1589,Active,Standard Loan,Germany,Hesse,60,8.47,41622.26,20-01-2023
1828,CON-001828,49,965,In Arrears,Lease,Germany,Hesse,120,6.79,36551.39,13-05-2024
1829,CON-001829,47,133,Completed,Subscription,Germany,Baden-Württemberg,84,6.31,40622.91,03-03-2023
1830,CON-001830,21,582,Active,Standard Loan,Germany,Lower Saxony,180,3.86,30971.24,25-02-2024
1831,CON-001831,7,488,Active,Standard Loan,Germany,Bavaria,120,7.98,42577.79,25-05-2023
1832,CON-001832,9,1536,Active,Standard Loan,Germany,Berlin,84,5.63,33728.28,15-10-2023
1833,CON-001833,47,77,Active,Lease,Germany,Baden-Württemberg,240,5.41,10953.99,21-08-2023
1834,CON-001834,6,1557,Cancelled,PPA,Netherlands,South Holland,180,7.41,11617.16,20-09-2023
1835,CON-001835,50,1552,Active,PPA,Austria,Styria,180,3.52,43914.03,07-10-2023
1836,CON-001836,6,951,Active,Subscription,Netherlands,South Holland,180,5.8,31384.03,09-07-2023
1837,CON-001837,47,1770,Active,PPA,Germany,Baden-Württemberg,84,5.68,39417.93,06-10-2024
1838,CON-001838,10,351,Active,Lease,Germany,Lower Saxony,180,3.9,41964.92,23-02-2024
1839,CON-001839,7,179,Active,Standard Loan,Germany,Bavaria,180,8.49,14264.81,06-03-2023
1840,CON-001840,4,1072,Active,Lease,Germany,Hesse,240,4.59,9901.77,10-12-2022
1841,CON-001841,21,1396,Active,Lease,Germany,Lower Saxony,180,5.19,44938.59,17-06-2024
1842,CON-001842,38,1252,Cancelled,Standard Loan,Netherlands,North Holland,84,5.32,26002.68,20-08-2022
1843,CON-001843,30,602,Active,Lease,Austria,Vienna,120,8.07,21278.86,11-12-2022
1844,CON-001844,48,636,Active,Subscription,Germany,Lower Saxony,60,4.03,44645.13,27-09-2022
1845,CON-001845,47,177,In Arrears,Standard Loan,Germany,Baden-Württemberg,180,4.98,13388.85,30-01-2024
